2: 354,705,354,706,354,706,354,705,0.01,####b
2: 173,710,174,710,174,710,173,710,0.011,####b
2: 390,709,390,710,390,710,390,709,0.011,####b
2: 241,710,242,710,242,710,241,710,0.011,####b
2: 338,709,338,709,338,710,338,710,0.011,####b
2: 226,710,226,709,226,709,226,710,0.011,####b
2: 182,709,182,710,182,710,182,709,0.011,####b
2: 377,702,377,702,377,702,377,702,0.011,####b
2: 361,710,362,710,362,710,361,710,0.01,####b
2: 201,705,201,705,201,705,201,705,0.01,####b
2: 365,710,366,710,366,710,365,710,0.011,####b
2: 345,710,345,709,345,709,345,710,0.011,####b
2: 173,705,174,706,174,706,173,705,0.011,####b
2: 402,710,402,710,402,710,402,710,0.011,####b
2: 170,710,170,710,170,710,169,710,0.011,####b
2: 405,705,406,705,406,705,405,705,0.011,####b
2: 349,705,350,706,350,706,349,705,0.01,####b
2: 217,710,217,710,217,710,217,710,0.011,####b
2: 1234,710,1234,710,1234,710,1234,710,0.011,####b
2: 186,710,186,710,186,710,185,710,0.01,####b
2: 345,705,345,705,345,705,345,705,0.01,####b
2: 165,709,165,709,165,710,165,710,0.01,####b
2: 245,710,246,710,245,710,245,710,0.011,####b
2: 257,710,258,710,258,710,257,710,0.01,####b
2: 406,710,406,710,406,710,405,710,0.011,####b
2: 226,705,226,705,226,705,226,705,0.011,####b
2: 357,705,358,705,358,705,357,705,0.01,####b
3: 257,705,257,705,257,705,257,705,0.01,####b
3: 238,710,238,710,238,710,238,710,0.01,####b
3: 266,705,266,705,266,705,266,705,0.01,####b
3: 241,710,242,710,242,710,241,710,0.01,####b
3: 261,710,261,709,261,709,261,710,0.01,####b
3: 234,709,234,709,234,710,234,710,0.01,####b
3: 266,709,266,710,266,710,266,709,0.01,####b
3: 1245,705,1245,705,1245,705,1245,705,0.01,####b
3: 230,709,230,709,230,710,230,710,0.01,####b
3: 270,705,270,705,270,705,270,705,0.01,####b
3: 226,710,226,709,226,709,226,710,0.01,####b
3: 257,710,258,710,258,710,257,710,0.01,####b
3: 338,705,338,705,338,705,338,705,0.01,####b
3: 261,705,261,705,261,705,261,705,0.01,####b
3: 238,705,238,706,238,706,238,705,0.01,####b
3: 270,702,270,702,270,702,270,702,0.01,####b
3: 434,710,434,710,434,710,433,710,0.011,####b
3: 465,710,465,709,465,709,465,710,0.011,####b
3: 222,710,222,710,222,710,221,710,0.01,####b
3: 454,710,454,710,454,710,454,710,0.011,####b
3: 430,709,430,709,430,710,430,710,0.011,####b
3: 261,702,261,702,261,702,261,702,0.01,####b
3: 442,710,442,710,442,710,442,710,0.011,####b
3: 217,710,217,710,217,710,217,710,0.01,####b
3: 450,709,450,709,450,710,450,710,0.011,####b
3: 438,710,438,709,438,709,438,710,0.011,####b
3: 1241,709,1242,710,1242,710,1241,710,0.01,####b
3: 446,710,446,709,446,709,446,710,0.011,####b
3: 414,710,414,710,414,710,413,710,0.011,####b
3: 406,710,406,710,406,710,405,710,0.011,####b
3: 474,710,474,710,474,710,473,710,0.011,####b
3: 402,710,402,710,402,710,402,710,0.011,####b
3: 470,710,470,710,470,710,469,710,0.011,####b
3: 345,705,345,705,345,705,345,705,0.01,####b
3: 422,710,422,710,422,710,422,710,0.01,####b
3: 462,710,462,710,462,710,462,710,0.011,####b
3: 338,709,338,709,338,710,338,710,0.01,####b
3: 213,710,214,710,213,710,213,710,0.01,####b
3: 417,710,418,710,418,710,417,710,0.011,####b
3: 410,710,410,709,410,709,410,710,0.011,####b
3: 426,710,426,710,426,710,425,710,0.011,####b
3: 501,710,501,709,501,709,501,710,0.011,####b
3: 497,709,498,710,498,710,497,709,0.011,####b
3: 509,709,510,710,510,710,509,709,0.011,####b
3: 477,710,478,710,478,710,477,710,0.011,####b
3: 458,709,458,710,458,710,458,709,0.011,####b
3: 486,709,486,710,486,710,485,709,0.01,####b
3: 222,705,222,706,222,706,222,705,0.01,####b
3: 481,710,482,710,481,710,481,710,0.01,####b
3: 505,710,505,710,505,710,505,710,0.011,####b
3: 217,705,217,705,217,705,217,705,0.01,####b
3: 489,710,489,709,489,709,489,710,0.011,####b
4: 149,710,149,709,149,709,149,710,0.013,####b
4: 598,705,598,706,598,706,598,705,0.013,####b
4: 125,709,126,709,126,710,125,710,0.012,####b
4: 1245,710,1245,709,1245,709,1245,710,0.011,####b
4: 130,710,130,709,130,709,130,710,0.012,####b
4: 133,709,134,710,134,710,133,709,0.012,####b
4: 881,705,882,705,882,705,881,705,0.011,####b
4: 253,710,253,709,253,709,253,710,0.013,####b
4: 613,710,613,709,613,709,613,710,0.014,####b
4: 589,710,590,710,590,710,589,710,0.014,####b
4: 594,705,594,705,594,705,594,705,0.013,####b
4: 101,709,101,709,101,710,101,710,0.012,####b
4: 210,710,210,709,210,709,210,710,0.012,####b
4: 601,705,602,705,602,705,601,705,0.013,####b
4: 201,710,202,710,202,710,201,710,0.012,####b
4: 90,709,90,709,90,710,90,710,0.012,####b
4: 873,702,874,702,874,702,873,702,0.011,####b
4: 213,710,214,710,213,710,213,710,0.012,####b
4: 593,710,594,710,594,710,593,710,0.013,####b
4: 61,710,62,710,62,710,61,710,0.013,####b
4: 66,710,66,709,66,709,66,710,0.013,####b
4: 1241,709,1242,710,1242,710,1241,710,0.011,####b
4: 81,709,82,710,81,710,81,709,0.012,####b
4: 890,705,890,706,890,706,890,705,0.011,####b
4: 602,709,602,710,602,710,601,710,0.013,####b
4: 186,710,186,710,186,710,185,710,0.012,####b
4: 78,709,78,710,78,710,78,709,0.012,####b
4: 885,705,886,705,886,705,885,705,0.012,####b
4: 137,709,138,709,138,710,137,710,0.012,####b
4: 598,710,598,710,598,710,597,710,0.014,####b
4: 193,709,194,709,194,710,193,710,0.012,####b
4: 158,709,158,710,158,710,158,709,0.012,####b
4: 230,709,230,709,230,710,230,710,0.012,####b
4: 146,709,146,710,146,710,146,709,0.012,####b
4: 153,710,153,709,153,709,153,710,0.012,####b
4: 110,709,110,710,110,710,110,709,0.012,####b
4: 149,705,149,705,149,705,149,705,0.012,####b
4: 618,709,618,709,618,710,618,710,0.013,####b
4: 245,710,246,710,245,710,245,710,0.013,####b
4: 85,710,86,710,85,710,85,710,0.013,####b
4: 105,710,106,710,105,710,105,710,0.012,####b
4: 118,710,118,710,118,710,117,710,0.012,####b
4: 50,710,50,709,50,709,50,710,0.013,####b
4: 142,710,142,709,142,709,142,710,0.012,####b
4: 121,710,121,709,121,709,121,710,0.012,####b
4: 877,705,877,705,877,705,877,705,0.012,####b
4: 586,705,586,705,586,705,586,705,0.013,####b
4: 178,709,178,710,178,710,178,709,0.012,####b
4: 893,705,894,705,894,705,893,705,0.011,####b
4: 173,710,174,710,174,710,173,710,0.012,####b
4: 881,702,882,702,882,702,881,702,0.011,####b
4: 898,705,898,705,898,705,898,705,0.011,####b
4: 586,710,586,710,586,710,586,710,0.014,####b
4: 877,702,878,702,878,702,877,702,0.011,####b
4: 58,710,58,709,58,709,58,710,0.013,####b
4: 610,705,610,705,610,705,610,705,0.013,####b
4: 249,710,250,710,250,710,249,710,0.012,####b
4: 94,710,94,709,94,709,94,710,0.012,####b
4: 873,705,873,705,873,705,873,705,0.012,####b
4: 182,709,182,710,182,710,182,709,0.012,####b
4: 69,709,69,709,69,710,69,710,0.013,####b
5: 1245,710,1245,709,1245,709,1245,710,0.01,####b
5: 1241,709,1242,710,1242,710,1241,710,0.011,####b
5: 1245,705,1245,705,1245,705,1245,705,0.01,####b
5: 1234,710,1234,710,1234,710,1234,710,0.011,####b
5: 1237,710,1238,710,1238,710,1237,710,0.011,####b
5: 906,710,906,710,906,710,906,710,0.013,####b
5: 1238,705,1238,705,1238,705,1238,705,0.01,####b
5: 805,709,805,710,805,710,805,710,0.012,####b
5: 1178,705,1178,705,1178,705,1178,705,0.012,####b
5: 865,709,865,710,865,710,865,710,0.013,####b
5: 873,710,874,710,874,710,873,710,0.013,####b
5: 1241,705,1242,706,1242,706,1241,705,0.01,####b
5: 1197,705,1198,705,1198,705,1197,705,0.012,####b
5: 1217,710,1218,710,1218,710,1217,710,0.012,####b
5: 1214,705,1214,705,1214,705,1214,705,0.011,####b
5: 1202,705,1202,706,1202,706,1202,705,0.012,####b
5: 1161,705,1162,705,1162,705,1161,705,0.013,####b
5: 1170,709,1170,710,1170,710,1170,710,0.013,####b
5: 1218,705,1218,705,1218,705,1218,705,0.011,####b
5: 850,706,850,706,850,706,850,706,0.013,####b
5: 1230,705,1230,705,1230,705,1230,705,0.011,####b
5: 898,710,898,709,898,709,898,710,0.013,####b
5: 1178,709,1178,710,1178,710,1178,709,0.013,####b
5: 1238,702,1238,702,1238,702,1238,702,0.01,####b
5: 842,710,842,710,842,710,842,710,0.013,####b
5: 877,705,877,705,877,705,877,705,0.012,####b
5: 913,709,914,710,914,710,913,710,0.013,####b
5: 1229,710,1230,709,1230,710,1229,710,0.011,####b
5: 1234,705,1234,705,1234,705,1234,705,0.011,####b
5: 889,709,890,710,890,710,889,709,0.013,####b
5: 829,710,830,710,830,710,829,710,0.013,####b
5: 545,710,546,710,546,710,545,710,0.013,####b
5: 818,709,818,710,818,710,818,710,0.012,####b
5: 870,705,870,706,870,706,870,705,0.013,####b
5: 1221,710,1222,710,1222,710,1221,710,0.012,####b
5: 1222,705,1222,705,1222,705,1222,705,0.011,####b
5: 893,709,894,710,893,710,893,710,0.013,####b
5: 850,709,850,710,850,710,850,709,0.013,####b
5: 1226,709,1226,710,1226,710,1226,710,0.012,####b
5: 1182,709,1182,710,1182,710,1182,709,0.013,####b
5: 1125,710,1125,709,1125,709,1125,710,0.014,####b
5: 1225,705,1226,705,1226,705,1225,705,0.011,####b
5: 917,709,918,710,917,710,917,710,0.013,####b
5: 1165,710,1165,709,1165,709,1165,710,0.012,####b
5: 857,709,857,709,857,710,857,710,0.012,####b
5: 813,705,813,705,813,705,813,705,0.012,####b
5: 845,709,846,710,846,710,845,710,0.013,####b
5: 1234,702,1234,702,1234,702,1234,702,0.01,####b
5: 869,710,870,710,870,710,869,710,0.013,####b
5: 1182,705,1182,705,1182,705,1182,705,0.013,####b
5: 1230,702,1230,702,1230,702,1230,702,0.01,####b
5: 1205,705,1206,705,1206,705,1205,705,0.012,####b
5: 590,705,590,706,590,706,590,705,0.012,####b
5: 873,702,874,702,874,702,873,702,0.012,####b
5: 873,705,873,705,873,705,873,705,0.012,####b
5: 765,710,766,710,766,710,765,710,0.012,####b
5: 885,709,885,709,885,710,885,709,0.013,####b
5: 866,705,866,706,866,706,866,705,0.012,####b
5: 1185,705,1185,705,1185,705,1185,705,0.012,####b
5: 1210,705,1210,705,1210,705,1210,705,0.012,####b
6: 1245,710,1245,709,1245,709,1245,710,0.01,####b
6: 66,705,66,705,66,705,66,705,0.013,####b
6: 1234,710,1234,710,1234,710,1234,710,0.01,####b
6: 58,710,58,709,58,709,58,710,0.013,####b
6: 61,710,62,710,62,710,61,710,0.014,####b
6: 1234,705,1234,705,1234,705,1234,705,0.01,####b
6: 1230,702,1230,702,1230,702,1230,702,0.01,####b
6: 1237,710,1238,710,1238,710,1237,710,0.011,####b
6: 1230,705,1230,705,1230,705,1230,705,0.011,####b
6: 1238,702,1238,702,1238,702,1238,702,0.01,####b
6: 1229,710,1230,709,1230,710,1229,710,0.011,####b
6: 1225,702,1226,702,1226,702,1225,702,0.01,####b
6: 1221,710,1222,710,1222,710,1221,710,0.011,####b
6: 1226,709,1226,710,1226,710,1226,710,0.011,####b
6: 18,661,18,661,18,661,18,661,0.014,####b
6: 1218,705,1218,705,1218,705,1218,705,0.011,####b
6: 50,710,50,709,50,709,50,710,0.014,####b
6: 1102,710,1102,709,1102,709,1102,710,0.012,####b
6: 1189,709,1190,710,1190,710,1189,710,0.013,####b
6: 70,706,70,706,70,706,69,706,0.013,####b
6: 18,658,18,658,18,658,18,658,0.015,####b
6: 1105,710,1106,710,1106,710,1105,710,0.012,####b
6: 1225,705,1226,705,1226,705,1225,705,0.01,####b
6: 1097,709,1098,710,1098,710,1097,710,0.012,####b
6: 1106,705,1106,705,1106,705,1106,705,0.012,####b
6: 1165,710,1165,709,1165,709,1165,710,0.013,####b
6: 13,670,13,670,13,670,13,670,0.014,####b
6: 1110,710,1110,710,1110,710,1110,710,0.012,####b
6: 1085,710,1085,709,1085,709,1085,710,0.012,####b
6: 62,705,62,706,62,706,61,705,0.013,####b
6: 1170,709,1170,710,1170,710,1170,710,0.013,####b
6: 41,709,42,709,42,710,41,710,0.014,####b
6: 1165,705,1165,705,1165,705,1165,705,0.013,####b
6: 53,705,53,705,53,705,53,705,0.013,####b
6: 1217,702,1218,702,1218,702,1217,702,0.011,####b
6: 46,710,46,709,46,709,46,710,0.014,####b
6: 1161,705,1162,705,1162,705,1161,705,0.012,####b
6: 62,702,62,702,62,702,61,702,0.012,####b
6: 1081,710,1082,710,1082,710,1081,710,0.013,####b
6: 78,697,78,697,78,698,78,698,0.012,####b
6: 1234,702,1234,702,1234,702,1234,702,0.01,####b
7: 13,50,13,49,13,49,13,50,0.014,####m
7: 13,41,13,41,13,41,13,41,0.013,####m
7: 13,70,13,70,13,70,13,70,0.015,####mbmbmbmbmbmbm
7: 13,46,13,46,13,46,13,46,0.014,####m
7: 13,38,13,38,13,38,13,38,0.012,####m
7: 13,73,13,73,13,73,13,73,0.015,####mbmbmbmbmbmbm
7: 13,34,13,34,13,34,13,34,0.011,####m
7: 13,29,13,29,13,29,13,29,0.011,####m
7: 13,86,13,85,13,85,13,86,0.015,####mbmbmbmbmb
7: 13,82,13,82,13,82,13,82,0.015,####bmbmbmbmbmb
7: 13,66,13,65,13,65,13,66,0.015,####m
7: 18,66,18,66,18,66,17,66,0.015,####bmbmbmbmb
7: 18,34,18,34,18,34,18,34,0.011,####m
7: 925,710,925,710,925,710,925,710,0.013,####b
7: 18,49,18,50,18,50,17,49,0.013,####m
7: 13,78,13,78,13,78,13,78,0.014,####bmbmbmbmbmbmbmb
7: 13,54,13,54,13,54,13,54,0.015,####m
7: 13,94,13,93,13,93,13,94,0.014,####bmb
7: 18,82,18,82,18,82,18,82,0.014,####bmbmbmb
7: 13,58,13,57,13,57,13,58,0.014,####m
7: 18,46,18,46,18,46,18,46,0.013,####m
7: 898,710,898,709,898,709,898,710,0.012,####b
7: 922,710,922,710,922,710,922,710,0.013,####b
7: 18,61,18,62,18,62,18,61,0.014,####m
7: 18,41,18,41,18,41,18,41,0.013,####m
7: 13,62,13,61,13,61,13,62,0.015,####m
7: 18,73,18,73,18,73,18,73,0.014,####bmbmbmbmbmbm
7: 13,90,13,89,13,89,13,90,0.014,####mbmbmbmbmbmb
7: 18,78,18,78,18,78,18,78,0.014,####bmbmbmb
7: 18,38,18,38,18,38,18,38,0.012,####m
7: 13,98,13,97,13,97,13,98,0.015,####bmbmbmbmbmbm
7: 18,70,18,70,18,70,18,70,0.014,####bmbmbmbmbmbmbm
7: 893,709,894,710,893,710,893,710,0.013,####b
7: 22,66,22,65,22,65,22,66,0.014,####mbm
7: 18,85,18,86,18,86,18,85,0.014,####bmb
7: 22,62,22,61,22,61,22,62,0.014,####mbmbm
7: 22,82,22,82,22,82,22,82,0.013,####bmbmbm
7: 1245,710,1245,709,1245,709,1245,710,0.01,####fbfbfbfbfbfb
7: 22,50,22,49,22,49,22,50,0.013,####m
7: 22,46,22,46,22,46,22,46,0.013,####m
7: 18,57,18,58,18,58,18,57,0.014,####m
7: 25,42,25,42,25,42,25,42,0.012,####m
7: 25,46,25,46,25,46,25,46,0.012,####m
7: 30,42,30,42,30,42,30,42,0.012,####m
7: 809,709,809,710,809,710,809,710,0.012,####b
7: 18,98,18,98,18,98,18,98,0.014,####bmbmb
7: 13,114,13,113,13,113,13,114,0.014,####bmbmbmbmbmbm
7: 22,41,22,41,22,41,22,41,0.012,####m
7: 22,34,22,34,22,34,22,34,0.011,####m
7: 25,61,25,62,25,62,25,61,0.014,####mbm
7: 25,57,25,58,25,58,25,57,0.013,####mbm
7: 13,101,13,101,13,101,13,101,0.015,####mbmbmbmbmbmbmb
7: 930,710,930,710,930,710,930,710,0.013,####b
8: 241,710,242,710,242,710,241,710,0.011,####b
8: 245,710,246,710,245,710,245,710,0.011,####b
8: 249,710,250,710,250,710,249,710,0.011,####b
8: 257,710,258,710,258,710,257,710,0.011,####b
8: 285,710,286,710,285,710,285,710,0.012,####b
8: 238,710,238,710,238,710,238,710,0.011,####b
8: 261,710,261,709,261,709,261,710,0.012,####b
8: 253,710,253,709,253,709,253,710,0.012,####b
8: 278,710,278,709,278,709,278,710,0.012,####b
8: 290,709,290,710,290,710,290,709,0.012,####b
8: 257,705,257,705,257,705,257,705,0.011,####b
8: 293,710,294,710,294,710,293,710,0.011,####b
8: 266,709,266,710,266,710,266,709,0.012,####b
8: 250,705,250,705,250,705,250,705,0.011,####b
8: 261,705,261,705,261,705,261,705,0.012,####b
8: 253,705,253,705,253,705,253,705,0.012,####b
8: 285,705,285,705,285,705,285,705,0.011,####b
8: 266,705,266,705,266,705,266,705,0.011,####b
8: 278,705,278,705,278,705,278,705,0.011,####b
8: 294,705,294,705,294,705,294,705,0.011,####b
8: 234,709,234,709,234,710,234,710,0.011,####b
8: 110,709,110,710,110,710,110,709,0.012,####b
8: 246,705,246,706,246,706,245,705,0.011,####b
8: 281,710,282,710,282,710,281,710,0.012,####b
8: 242,706,242,706,242,706,242,706,0.011,####b
8: 290,705,290,705,290,705,290,705,0.012,####b
8: 230,709,230,709,230,710,230,710,0.011,####b
8: 270,710,270,709,270,709,270,710,0.011,####b
8: 270,705,270,705,270,705,270,705,0.012,####b
8: 238,705,238,706,238,706,238,705,0.011,####b
8: 294,702,294,702,294,702,294,702,0.011,####b
8: 282,705,282,705,282,705,282,705,0.011,####b
8: 297,709,297,709,297,710,297,710,0.012,####b
8: 253,702,253,702,253,702,253,702,0.011,####b
8: 146,709,146,710,146,710,146,709,0.011,####b
8: 285,702,285,702,285,702,285,702,0.011,####b
8: 273,709,274,709,274,710,273,710,0.011,####b
8: 257,702,258,702,258,702,257,702,0.011,####b
8: 110,705,110,705,110,705,110,705,0.012,####b
9: 1241,709,1242,710,1242,710,1241,710,0.01,####b
9: 1237,710,1238,710,1238,710,1237,710,0.01,####b
9: 1234,710,1234,710,1234,710,1234,710,0.011,####b
9: 917,709,918,710,917,710,917,710,0.012,####b
9: 618,709,618,709,618,710,618,710,0.012,####b
9: 913,709,914,710,914,710,913,710,0.012,####b
9: 922,710,922,710,922,710,922,710,0.013,####b
9: 610,710,610,709,610,709,610,710,0.012,####b
9: 1229,710,1230,709,1230,710,1229,710,0.01,####b
9: 582,710,582,709,582,709,582,710,0.01,####b
9: 925,710,925,710,925,710,925,710,0.012,####b
9: 589,710,590,710,590,710,589,710,0.011,####b
9: 910,710,910,710,910,710,910,710,0.012,####b
9: 586,710,586,710,586,710,586,710,0.011,####b
9: 1234,705,1234,705,1234,705,1234,705,0.01,####b
9: 918,705,918,706,918,706,918,705,0.012,####b
9: 610,705,610,705,610,705,610,705,0.012,####b
9: 1226,709,1226,710,1226,710,1226,710,0.011,####b
9: 613,710,613,709,613,709,613,710,0.012,####b
9: 573,710,574,710,574,710,573,710,0.01,####b
9: 602,709,602,710,602,710,601,710,0.011,####b
9: 921,705,922,705,922,705,921,705,0.012,####b
9: 930,710,930,710,930,710,930,710,0.012,####b
9: 1230,705,1230,705,1230,705,1230,705,0.01,####b
9: 622,710,622,710,622,710,622,710,0.012,####b
9: 625,709,626,710,626,710,625,710,0.012,####b
9: 933,709,934,710,934,710,933,710,0.012,####b
9: 913,705,914,705,914,705,913,705,0.012,####b
9: 925,705,926,705,926,705,925,705,0.012,####b
9: 937,709,938,710,938,710,937,710,0.012,####b
9: 1221,710,1222,710,1222,710,1221,710,0.011,####b
9: 577,710,578,710,578,710,577,710,0.01,####b
9: 618,705,618,705,618,705,618,705,0.012,####b
9: 653,710,654,710,654,710,653,710,0.013,####b
9: 1225,705,1226,705,1226,705,1225,705,0.011,####b
10: 1245,710,1245,709,1245,709,1245,710,0.01,####b
10: 1237,710,1238,710,1238,710,1237,710,0.01,####b
10: 477,710,478,710,478,710,477,710,0.013,####b
10: 1157,709,1158,710,1158,710,1157,710,0.012,####b
10: 1161,709,1162,710,1162,710,1161,709,0.013,####b
10: 1122,710,1122,709,1122,709,1122,710,0.013,####b
10: 489,710,489,709,489,709,489,710,0.013,####b
10: 474,710,474,710,474,710,473,710,0.012,####b
10: 1150,705,1150,705,1150,705,1150,705,0.012,####b
10: 478,705,478,706,478,706,478,705,0.013,####b
10: 1089,705,1090,705,1090,705,1089,705,0.012,####b
10: 1153,702,1154,702,1154,702,1153,702,0.012,####b
10: 1234,710,1234,710,1234,710,1234,710,0.01,####b
10: 217,710,217,710,217,710,217,710,0.014,####b
10: 486,709,486,710,486,710,485,709,0.013,####b
10: 1154,705,1154,706,1154,706,1154,705,0.012,####b
10: 1229,710,1230,709,1230,710,1229,710,0.01,####b
10: 1157,705,1158,705,1158,705,1157,705,0.012,####b
10: 1154,710,1154,710,1154,710,1154,710,0.012,####b
10: 1110,705,1110,705,1110,705,1110,705,0.013,####b
10: 1161,705,1162,705,1162,705,1161,705,0.012,####b
10: 481,710,482,710,481,710,481,710,0.013,####b
10: 473,705,474,705,474,705,473,705,0.012,####b
10: 1150,702,1150,702,1150,702,1150,702,0.012,####b
10: 1130,705,1130,705,1130,705,1130,705,0.012,####b
10: 1150,710,1150,709,1150,709,1150,710,0.012,####b
10: 1241,702,1242,702,1242,702,1241,702,0.01,####b
10: 1145,709,1146,710,1146,710,1145,710,0.013,####b
10: 494,709,494,710,494,710,494,709,0.012,####b
10: 1142,705,1142,705,1142,705,1142,705,0.012,####b
10: 1145,702,1146,702,1146,702,1145,702,0.012,####b
10: 1122,705,1122,705,1122,705,1122,705,0.012,####b
10: 222,710,222,710,222,710,221,710,0.013,####b
10: 213,710,214,710,213,710,213,710,0.013,####b
10: 1145,705,1146,705,1146,705,1145,705,0.013,####b
10: 1142,710,1142,709,1142,709,1142,710,0.013,####b
10: 1137,705,1138,705,1138,705,1137,705,0.012,####b
10: 481,705,481,705,481,705,481,705,0.012,####b
10: 1157,702,1158,702,1158,702,1157,702,0.012,####b
10: 1102,710,1102,709,1102,709,1102,710,0.013,####b
10: 430,709,430,709,430,710,430,710,0.013,####b
10: 226,705,226,705,226,705,226,705,0.013,####b
10: 481,693,481,693,481,693,481,693,0.013,####b
10: 477,701,478,702,477,702,477,701,0.013,####b
10: 1165,702,1165,702,1165,702,1165,702,0.012,####b
10: 1162,702,1162,702,1162,702,1162,702,0.012,####b
10: 222,705,222,706,222,706,222,705,0.013,####b
10: 1150,698,1150,697,1150,697,1150,698,0.012,####b
10: 1165,710,1165,709,1165,709,1165,710,0.012,####b
10: 1105,710,1106,710,1106,710,1105,710,0.013,####b
10: 465,710,465,709,465,709,465,710,0.013,####b
10: 217,705,217,705,217,705,217,705,0.013,####b
11: 1245,710,1245,709,1245,709,1245,710,0.01,####b
11: 1241,709,1242,710,1242,710,1241,710,0.01,####b
11: 1245,705,1245,705,1245,705,1245,705,0.01,####b
11: 1237,710,1238,710,1238,710,1237,710,0.011,####b
11: 1241,705,1242,706,1242,706,1241,705,0.01,####b
11: 1234,710,1234,710,1234,710,1234,710,0.011,####b
11: 501,710,501,709,501,709,501,710,0.013,####b
11: 1238,705,1238,705,1238,705,1238,705,0.01,####b
11: 1229,710,1230,709,1230,710,1229,710,0.011,####b
11: 1234,705,1234,705,1234,705,1234,705,0.011,####b
11: 137,709,138,709,138,710,137,710,0.013,####b
11: 130,710,130,709,130,709,130,710,0.013,####b
11: 1230,705,1230,705,1230,705,1230,705,0.011,####b
11: 149,710,149,709,149,709,149,710,0.013,####b
11: 13,26,13,26,13,26,13,26,0.011,####m
11: 146,709,146,710,146,710,146,709,0.013,####b
11: 1226,709,1226,710,1226,710,1226,710,0.012,####b
11: 142,710,142,709,142,709,142,710,0.013,####b
11: 1241,702,1242,702,1242,702,1241,702,0.01,####b
11: 1225,705,1226,705,1226,705,1225,705,0.011,####b
11: 153,710,153,709,153,709,153,710,0.013,####b
11: 1221,710,1222,710,1222,710,1221,710,0.012,####b
